raw_feature,mean_abs_shap
conn_state,0.07093122234679301
proto,0.050703751253976775
dst_port,0.03741298468326099
service,0.031254624614975
src_ip_bytes,0.02469380250813066
duration,0.024680529988889286
src_pkts,0.023681482488636912
dns_rejected,0.02336592688638664
dst_pkts,0.021658902059787398
dns_RA,0.018837361161937606
dst_ip_bytes,0.013768751914249429
src_port,0.011467070401333962
dns_RD,0.008418563943592864
dns_AA,0.00825969104128094
dst_bytes,0.006930409150943178
src_bytes,0.006507740238661429
dns_query,0.006492260738160028
dns_qclass,0.006001402668940849
dns_qtype,0.003491902840074408
dns_rcode,0.0015622110370076088
ssl_resumed,0.0005797197982170873
ssl_established,0.0005563391176083557
ssl_cipher,0.0005224281210067104
ssl_version,0.00048787973017977654
http_trans_depth,0.00023660633891183056
weird_name,0.00022009776844265463
missed_bytes,0.00021617460580405204
weird_notice,0.00020214593517765036
http_version,0.00017311471438036203
http_user_agent,0.00016759456505790018
http_method,0.0001609279922516606
http_resp_mime_types,9.233043354604575e-05
http_uri,8.507014990348779e-05
http_status_code,7.893049253955664e-05
http_response_body_len,5.961179956166355e-05
weird_addl,2.114656397645615e-05
http_orig_mime_types,3.93427387150479e-06
ssl_subject,2.196104679225116e-06
ssl_issuer,1.7978122091753793e-06
http_request_body_len,1.159348147414594e-06
