raw_feature,mean_abs_shap
dst_port,1.6576054694442734
conn_state,1.0732779209755874
src_bytes,0.3261102826290908
duration,0.2864466841258899
src_port,0.2604027974034738
dst_bytes,0.24910132715859234
src_ip_bytes,0.21421362324030638
dns_query,0.13887483199584108
dst_ip_bytes,0.1250125257166017
service,0.098020624052903
src_pkts,0.0947833183000782
dst_pkts,0.08470491579880575
dns_rcode,0.0643542153204175
dns_RA,0.055258780339496716
dns_AA,0.04419877168705786
dns_RD,0.013947776333595029
dns_qclass,0.013364700931657758
dns_qtype,0.010210647160353473
proto,0.008198948918894364
dns_rejected,0.00687849710467788
weird_name,0.0016066854440064352
missed_bytes,0.0011067489823296341
weird_notice,0.0003903272019386137
http_user_agent,3.0033952717563154e-05
http_method,5.025104464254376e-06
http_status_code,4.318517538108448e-06
http_trans_depth,0.0
http_uri,0.0
http_request_body_len,0.0
http_resp_mime_types,0.0
http_orig_mime_types,0.0
http_response_body_len,0.0
http_version,0.0
ssl_cipher,0.0
ssl_established,0.0
ssl_issuer,0.0
ssl_subject,0.0
ssl_resumed,0.0
weird_addl,0.0
ssl_version,0.0
