acc,f1_macro,f1_weighted,prec_macro,rec_macro,roc_auc_ovr_macro,seed,fit_s
0.9916330139625729,0.9904918422764362,0.9916406543867582,0.9902000755544123,0.990839132680677,0.9999160389224157,7,9.666508299997076
0.9917121967957346,0.9906086803249412,0.991718152188952,0.9903259764482447,0.9909400235261532,0.999915936422696,21,11.048619300010614
0.9917913796288964,0.9906964565207653,0.9917986545276817,0.9904104986712097,0.9910368685420702,0.9999152071024486,42,8.776121000002604
0.9917649853511759,0.9906605780908418,0.9917722872436274,0.9903622678928039,0.9910213086952481,0.9999184607490739,84,7.485687999986112
0.9918705624620582,0.9907454126283868,0.9918781018068017,0.9904486719192224,0.9911013982050676,0.9999172147382814,168,7.707913699967321
