acc_mean,acc_std,f1_macro_mean,f1_macro_std,f1_weighted_mean,f1_weighted_std,roc_auc_ovr_macro_mean,roc_auc_ovr_macro_std
0.9917544276400875,8.872561202508669e-05,0.9906405939682743,9.702124495295166e-05,0.9917615700307643,8.884744698449267e-05,0.9999165715869831,1.2778458685910382e-06
