scenario,acc_mean,acc_std,f1_mean,f1_std,precision_mean,precision_std,recall_tpr_mean,recall_tpr_std,fpr_mean,fpr_std,pr_auc_mean,pr_auc_std
"('95_5',)",0.9979157427937917,0.00012761490502461925,0.9815220797780562,0.0011199714114973433,0.9650190690352491,0.0016855029474852476,0.9985999999999999,0.0005477225575051665,0.002124413145539906,0.00010497971725351117,0.9997288110796007,1.6545265862269006e-05
"('99_1',)",0.9978422273781902,0.00010376185510439983,0.9145344217373456,0.003759637586924765,0.84612760175986,0.0064370971583870675,0.9949999999999999,1.2412670766236366e-16,0.002124413145539906,0.00010497971725351117,0.9972095239295353,0.00017098953809365606
