acc_mean,acc_std,f1_macro_mean,f1_macro_std,f1_weighted_mean,f1_weighted_std,prec_macro_mean,prec_macro_std,rec_macro_mean,rec_macro_std,roc_auc_ovr_macro_mean,roc_auc_ovr_macro_std,fit_s_mean,fit_s_std
0.9917544276400875,8.872561202508669e-05,0.9906405939682743,9.702124495295166e-05,0.9917615700307643,8.884744698449267e-05,0.9903494980971785,9.565556563333283e-05,0.9909877463298432,0.00010101937383268038,0.9999165715869831,1.2778458685910382e-06,8.936970059992746,1.4691800545212637
